  0.00 -1.300715e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.300715e+04 -1.300715e+04
  1.00 -1.373216e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.373216e+04 -1.373216e+04
  2.00 -1.370288e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.370288e+04 -1.370288e+04
  3.00 -1.371624e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.371624e+04 -1.371624e+04
  4.00 -1.375247e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.375247e+04 -1.375247e+04
  5.00 -1.374259e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.374259e+04 -1.374259e+04
  6.00 -1.376057e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.376057e+04 -1.376057e+04
  7.00 -1.374841e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.374841e+04 -1.374841e+04
  8.00 -1.375507e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.375507e+04 -1.375507e+04
  9.00 -1.371023e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.371023e+04 -1.371023e+04
 10.00 -1.373638e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.373638e+04 -1.373638e+04
 11.00 -1.379146e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.379146e+04 -1.379146e+04
 12.00 -1.377164e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.377164e+04 -1.377164e+04
 13.00 -1.380550e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.380550e+04 -1.380550e+04
 14.00 -1.378407e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.378407e+04 -1.378407e+04
 15.00 -1.377437e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.377437e+04 -1.377437e+04
 16.00 -1.381941e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.381941e+04 -1.381941e+04
 17.00 -1.383575e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.383575e+04 -1.383575e+04
 18.00 -1.385191e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.385191e+04 -1.385191e+04
 19.00 -1.388349e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.388349e+04 -1.388349e+04
 20.00 -1.379799e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.379799e+04 -1.379799e+04
 21.00 -1.387185e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.387185e+04 -1.387185e+04
 22.00 -1.384343e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.384343e+04 -1.384343e+04
 23.00 -1.383608e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.383608e+04 -1.383608e+04
 24.00 -1.387282e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.387282e+04 -1.387282e+04
 25.00 -1.388351e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.388351e+04 -1.388351e+04
 26.00 -1.391805e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.391805e+04 -1.391805e+04
 27.00 -1.384014e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.384014e+04 -1.384014e+04
 28.00 -1.387478e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.387478e+04 -1.387478e+04
 29.00 -1.388567e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.388567e+04 -1.388567e+04
 30.00 -1.387772e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.387772e+04 -1.387772e+04
 31.00 -1.391031e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.391031e+04 -1.391031e+04
 32.00 -1.385768e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.385768e+04 -1.385768e+04
 33.00 -1.393377e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.393377e+04 -1.393377e+04
 34.00 -1.388559e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.388559e+04 -1.388559e+04
 35.00 -1.391827e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.391827e+04 -1.391827e+04
 36.00 -1.393318e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.393318e+04 -1.393318e+04
 37.00 -1.389799e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.389799e+04 -1.389799e+04
 38.00 -1.389810e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.389810e+04 -1.389810e+04
 39.00 -1.395928e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.395928e+04 -1.395928e+04
 40.00 -1.391931e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.391931e+04 -1.391931e+04
 41.00 -1.391720e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.391720e+04 -1.391720e+04
 42.00 -1.392602e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.392602e+04 -1.392602e+04
 43.00 -1.390451e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.390451e+04 -1.390451e+04
 44.00 -1.394563e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.394563e+04 -1.394563e+04
 45.00 -1.390856e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.390856e+04 -1.390856e+04
 46.00 -1.395325e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.395325e+04 -1.395325e+04
 47.00 -1.393216e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.393216e+04 -1.393216e+04
 48.00 -1.392847e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.392847e+04 -1.392847e+04
 49.00 -1.395380e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.395380e+04 -1.395380e+04
 50.00 -1.394521e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.394521e+04 -1.394521e+04
 51.00 -1.397534e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.397534e+04 -1.397534e+04
 52.00 -1.397100e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.397100e+04 -1.397100e+04
 53.00 -1.398466e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.398466e+04 -1.398466e+04
 54.00 -1.393096e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.393096e+04 -1.393096e+04
 55.00 -1.397252e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.397252e+04 -1.397252e+04
 56.00 -1.399322e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.399322e+04 -1.399322e+04
 57.00 -1.397748e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.397748e+04 -1.397748e+04
 58.00 -1.400412e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.400412e+04 -1.400412e+04
 59.00 -1.399495e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.399495e+04 -1.399495e+04
 60.00 -1.399818e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.399818e+04 -1.399818e+04
 61.00 -1.399545e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.399545e+04 -1.399545e+04
 62.00 -1.398254e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.398254e+04 -1.398254e+04
 63.00 -1.401125e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.401125e+04 -1.401125e+04
 64.00 -1.399240e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.399240e+04 -1.399240e+04
 65.00 -1.399779e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.399779e+04 -1.399779e+04
 66.00 -1.400860e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.400860e+04 -1.400860e+04
 67.00 -1.398865e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.398865e+04 -1.398865e+04
